timestamp,sessionID,datetime,type,imei,status,band,mcc,mnc,pci,rsrp,rsrq,asu,rssnr,ta,cqi,ci,lat,lon,alt,acc,speed,speed_acc
1687181251800,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:32.816Z,LTE,355017071801794,2147483647,100,262,2,433,-99,-8,41,12,8,15,8196628,51.3234351,12.3436353,155.6999969482422,6.311,0.311698,2.14748365E9,
1687181253838,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:33.840Z,LTE,355017071801794,2147483647,100,262,2,433,-97,-7,43,14,8,15,8196628,51.3234353,12.3436368,155.6999969482422,6.149,0.3084121,2.14748365E9,
1687181253839,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:34.865Z,LTE,355017071801794,2147483647,100,262,2,433,-97,-7,43,14,8,15,8196628,51.3234361,12.3436377,155.6999969482422,6.043,0.034521542,2.14748365E9,
1687181255917,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:35.923Z,LTE,355017071801794,2147483647,100,262,2,433,-97,-7,43,15,8,14,8196628,51.3234357,12.3436378,155.6999969482422,5.821,0.030908082,2.14748365E9,
1687181255918,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:36.958Z,LTE,355017071801794,2147483647,100,262,2,433,-97,-7,43,15,8,14,8196628,51.3234338,12.3436351,155.79998779296875,5.502,0.0053109657,2.14748365E9,
1687181258001,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:39.045Z,LTE,355017071801794,2147483647,100,262,2,433,-99,-7,41,16,8,13,8196628,51.3234372,12.3436368,155.79998779296875,5.448,0.23187602,2.14748365E9,
1687181260104,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:41.148Z,LTE,355017071801794,2147483647,100,262,2,433,-101,-9,39,15,8,15,8196628,51.3234399,12.343638,155.79998779296875,5.459,0.2512629,2.14748365E9,
1687181262206,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:42.211Z,LTE,355017071801794,2147483647,100,262,2,433,-95,-11,45,14,8,15,8196628,51.3234412,12.3436361,156.29998779296875,5.507,0.27012566,2.14748365E9,
1687181262207,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:43.256Z,LTE,355017071801794,2147483647,100,262,2,433,-95,-11,45,14,8,15,8196628,51.323444,12.3436369,156.29998779296875,5.573,0.4567049,2.14748365E9,
1687181264311,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:45.363Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-6,44,13,8,15,8196628,51.3234481,12.3436378,156.29998779296875,5.685,0.559905,2.14748365E9,
1687181266413,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:47.436Z,LTE,355017071801794,2147483647,100,262,2,433,-93,-6,47,15,8,12,8196628,51.3234523,12.3436337,156.39999389648438,5.722,0.41599375,2.14748365E9,
1687181268469,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:48.472Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-6,49,17,8,13,8196628,51.3234523,12.3436337,156.39999389648438,5.722,0.41599375,2.14748365E9,
1687181268470,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:49.504Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-6,49,17,8,13,8196628,51.3234572,12.3436335,156.39999389648438,5.749,0.3860815,2.14748365E9,
1687181270560,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:51.605Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-6,50,18,8,15,8196628,51.3234772,12.3436426,156.39999389648438,6.118,1.1687803,2.14748365E9,
1687181272642,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:52.643Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,15,8,13,8196628,51.3234852,12.3436469,156.29998779296875,6.318,1.0680777,2.14748365E9,
1687181272641,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:53.664Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,15,8,13,8196628,51.3234852,12.3436469,156.29998779296875,6.318,1.0680777,2.14748365E9,
1687181274689,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:55.715Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-6,51,17,8,15,8196628,51.3235021,12.3436591,156.29998779296875,6.464,0.8713469,2.14748365E9,
1687181276743,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:57.760Z,LTE,355017071801794,2147483647,100,262,2,433,-94,-7,46,12,8,15,8196628,51.3235252,12.3436799,156.39999389648438,6.585,0.7156685,2.14748365E9,
1687181278778,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:27:59.794Z,LTE,355017071801794,2147483647,100,262,2,433,-93,-7,47,15,8,15,8196628,51.3235443,12.3436941,156.39999389648438,6.766,0.69548076,2.14748365E9,
1687181280817,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:00.821Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,16,8,15,8196628,51.323553,12.3437014,156.39999389648438,6.883,0.6916271,2.14748365E9,
1687181280818,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:01.840Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,16,8,15,8196628,51.3235586,12.3437057,156.5,6.909,0.70020777,2.14748365E9,
1687181282862,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:03.888Z,LTE,355017071801794,2147483647,100,262,2,433,-93,-7,47,18,8,15,8196628,51.3235821,12.3437136,156.5,6.85,0.6896755,2.14748365E9,
1687181284933,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:04.940Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-8,44,16,8,15,8196628,51.3235909,12.3437169,156.5,6.691,0.6370926,2.14748365E9,
1687181284934,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:05.974Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-8,44,16,8,15,8196628,51.3235975,12.3437182,156.5,6.695,0.6004928,2.14748365E9,
1687181287016,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:08.055Z,LTE,355017071801794,2147483647,100,262,2,433,-94,-6,46,16,8,15,8196628,51.3236206,12.3437301,156.39999389648438,6.628,0.61265874,2.14748365E9,
1687181289111,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:09.117Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-6,51,18,8,15,8196628,51.3236259,12.3437332,156.39999389648438,6.683,0.61477715,2.14748365E9,
1687181289112,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:10.164Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-6,51,18,8,15,8196628,51.3236342,12.3437409,156.39999389648438,6.839,0.63255674,2.14748365E9,
1687181291218,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:12.264Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,17,8,12,8196628,51.3236441,12.3437538,156.39999389648438,7.209,0.7096099,2.14748365E9,
1687181293316,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:13.321Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,18,8,12,8196628,51.3236526,12.3437584,156.39999389648438,7.264,0.72029173,2.14748365E9,
1687181293317,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:14.359Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,18,8,12,8196628,51.3236625,12.3437644,156.39999389648438,7.267,0.7538787,2.14748365E9,
1687181295398,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:15.403Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-6,50,19,8,15,8196628,51.3236668,12.3437669,156.39999389648438,7.252,0.761902,2.14748365E9,
1687181295397,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:16.449Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-6,50,19,8,15,8196628,51.3236774,12.3437733,156.39999389648438,7.093,0.78858036,2.14748365E9,
1687181297508,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:18.559Z,LTE,355017071801794,2147483647,100,262,2,433,-93,-7,47,20,8,12,8196628,51.323687,12.3437778,156.39999389648438,6.996,0.79616445,2.14748365E9,
1687181299611,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:20.643Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-7,48,18,8,15,8196628,51.3237013,12.3437836,156.39999389648438,7.082,0.8070263,2.14748365E9,
1687181301673,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:22.707Z,LTE,355017071801794,2147483647,100,262,2,433,-95,-7,45,18,8,15,8196628,51.3237108,12.3437883,156.39999389648438,7.245,0.7933849,2.14748365E9,
1687181303708,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:23.756Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,19,8,13,8196628,51.3237256,12.343795,156.39999389648438,7.39,0.78574026,2.14748365E9,
1687181303709,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:24.774Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,19,8,13,8196628,51.3237564,12.3438122,156.39999389648438,7.675,0.824672,2.14748365E9,
1687181305795,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:26.813Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-7,51,19,8,15,8196628,51.323777,12.3438297,156.39999389648438,8.059,0.8558527,2.14748365E9,
1687181307836,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:28.864Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-6,50,19,8,15,8196628,51.3238016,12.3438433,156.29998779296875,8.265,0.86049545,2.14748365E9,
1687181309900,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:30.941Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-8,49,18,8,15,8196628,51.3238223,12.3438499,156.29998779296875,8.426,0.8666144,2.14748365E9,
1687181311978,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:31.980Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-8,49,20,8,15,8196628,51.3238331,12.3438548,156.29998779296875,8.513,0.8805001,2.14748365E9,
1687181311977,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:33.007Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-8,49,20,8,15,8196628,51.323855,12.3438678,156.0,8.726,0.9076885,2.14748365E9,
1687181314062,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:35.110Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-6,49,18,8,15,8196628,51.3238867,12.343888,156.0,9.59,0.91590494,2.14748365E9,
1687181316159,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:36.164Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-5,53,17,8,15,8196628,51.323896,12.3438926,156.0,10.217,0.8269337,2.14748365E9,
1687181316160,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:37.198Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-5,53,17,8,15,8196628,51.3239014,12.3438936,156.0,10.604,0.748748,2.14748365E9,
1687181318238,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:39.290Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-7,48,12,8,15,8196628,51.323938,12.3439119,156.09999084472656,10.718,0.7635363,2.14748365E9,
1687181320350,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:41.380Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-11,49,15,8,15,8196628,51.3239553,12.3439224,156.09999084472656,10.866,0.75522244,2.14748365E9,
1687181322416,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:42.418Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-7,48,16,8,12,8196628,51.3239668,12.3439287,156.09999084472656,10.825,0.7898263,2.14748365E9,
1687181322415,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:43.447Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-7,48,16,8,12,8196628,51.3239811,12.3439364,156.0,10.66,0.83850527,2.14748365E9,
1687181324483,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:44.485Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-9,50,12,8,15,8196628,51.3240297,12.3439614,156.0,9.434,0.9451368,2.14748365E9,
1687181324482,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:45.516Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-9,50,12,8,15,8196628,51.3240375,12.3439653,156.0,8.83,0.96053386,2.14748365E9,
1687181326567,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:47.618Z,LTE,355017071801794,2147483647,100,262,2,433,-95,-7,45,13,8,11,8196628,51.3240588,12.3439834,156.0,6.26,0.969879,2.14748365E9,
1687181328657,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:49.680Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-10,50,13,8,15,8196628,51.324075,12.3439858,156.0,5.356,0.9366774,2.14748365E9,
1687181330710,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:51.742Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-9,44,17,8,13,8196628,51.3240826,12.3439854,156.0,5.703,0.72405833,2.14748365E9,
1687181332764,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:52.765Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-9,50,17,8,15,8196628,51.3240883,12.3439894,156.0,6.174,0.63407606,2.14748365E9,
1687181332763,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:53.781Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-9,50,17,8,15,8196628,51.324094,12.3439936,156.0,6.475,0.60573846,2.14748365E9,
1687181334819,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:54.825Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-7,49,17,8,15,8196628,51.3240878,12.3439911,156.0,6.882,0.2709886,2.14748365E9,
1687181334820,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:55.866Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-7,49,17,8,15,8196628,51.3240842,12.3439937,156.0,7.364,0.27545232,2.14748365E9,
1687181336893,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:56.897Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-6,56,20,8,15,8196628,51.3240878,12.3440001,156.0,7.685,0.5252102,2.14748365E9,
1687181336892,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:57.932Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-6,56,20,8,15,8196628,51.3240964,12.3440047,156.0,9.051,0.89278686,2.14748365E9,
1687181338968,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:58.969Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-6,53,21,8,15,8196628,51.3241073,12.3440065,156.0,9.307,1.0901266,2.14748365E9,
1687181338967,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:28:59.995Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-6,53,21,8,15,8196628,51.3241291,12.3440083,156.0,9.062,1.498688,2.14748365E9,
1687181341047,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:02.084Z,LTE,355017071801794,2147483647,100,262,2,433,-93,-6,47,20,8,15,8196628,51.3241798,12.3440151,156.0,8.999,1.6213942,2.14748365E9,
1687181343132,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:04.182Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-6,51,18,8,15,8196628,51.3241995,12.3440234,156.0,8.0,1.4500018,2.14748365E9,
1687181345234,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:06.276Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-6,52,19,8,15,8196628,51.3242158,12.3440243,156.0,8.0,1.3211309,2.14748365E9,
1687181347343,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:08.379Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,17,8,14,8196628,51.3242316,12.3440259,155.6999969482422,8.758,1.2537714,2.14748365E9,
1687181349422,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:10.468Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-5,54,18,8,15,8196628,51.3242254,12.3440221,155.6999969482422,9.516,0.5886769,2.14748365E9,
1687181351521,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:11.523Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,16,8,15,8196628,51.3242233,12.3440204,155.6999969482422,9.289,0.61913127,2.14748365E9,
1687181351520,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:12.558Z,LTE,355017071801794,2147483647,100,262,2,433,-96,-7,44,16,8,15,8196628,51.3242283,12.3440214,155.6999969482422,9.357,0.7403592,2.14748365E9,
1687181353617,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:13.620Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-6,52,19,8,15,8196628,51.3242357,12.3440256,155.6999969482422,8.0,0.81544363,2.14748365E9,
1687181353618,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:14.643Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-6,52,19,8,15,8196628,51.3242483,12.3440289,155.79998779296875,8.643,0.9187235,2.14748365E9,
1687181355671,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:16.694Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-7,49,16,8,15,8196628,51.3242558,12.3440286,155.79998779296875,8.781,0.9289437,2.14748365E9,
1687181357724,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:18.753Z,LTE,355017071801794,2147483647,100,262,2,433,-92,-6,48,14,8,15,8196628,51.3242881,12.344052,155.79998779296875,8.729,1.1403658,2.14748365E9,
1687181359772,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:20.788Z,LTE,355017071801794,2147483647,100,262,2,433,-94,-11,46,15,8,15,8196628,51.3243056,12.3440597,155.6999969482422,8.595,1.1049407,2.14748365E9,
1687181361809,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:21.810Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-10,52,15,8,15,8196628,51.3243277,12.3440823,155.6999969482422,8.454,1.1792977,2.14748365E9,
1687181361808,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:22.827Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-10,52,15,8,15,8196628,51.324357,12.3441123,155.6999969482422,8.143,1.2368191,2.14748365E9,
1687181363860,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:24.890Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-9,53,15,8,15,8196628,51.3243946,12.3441388,155.59999084472656,6.923,1.2737384,2.14748365E9,
1687181365947,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:26.993Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-6,49,18,8,15,8196628,51.3244246,12.3441566,155.59999084472656,6.386,1.2971331,2.14748365E9,
1687181368036,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:28.038Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-7,49,17,8,15,8196628,51.3244371,12.3441632,155.59999084472656,6.374,1.0635836,2.14748365E9,
1687181368035,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:29.062Z,LTE,355017071801794,2147483647,100,262,2,433,-91,-7,49,17,8,15,8196628,51.3244427,12.3441654,155.59999084472656,6.392,1.0082841,2.14748365E9,
1687181370109,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:30.117Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-6,52,19,8,15,8196628,51.3244553,12.3441728,155.6999969482422,6.335,0.95265,2.14748365E9,
1687181370110,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:31.158Z,LTE,355017071801794,2147483647,100,262,2,433,-88,-6,52,19,8,15,8196628,51.3244672,12.3441789,155.6999969482422,6.227,0.9725488,2.14748365E9,
1687181372211,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:32.216Z,LTE,355017071801794,2147483647,6300,0,0,361,-96,-19,44,0,0,0,0,51.3244762,12.3441859,155.6999969482422,6.137,0.99839455,2.14748365E9,
1687181372211,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:33.275Z,LTE,355017071801794,2147483647,100,262,2,433,-89,-7,51,18,8,15,8196628,51.3244853,12.3441912,155.6999969482422,6.031,0.9743736,2.14748365E9,
1687181372210,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:33.275Z,LTE,355017071801794,2147483647,6300,0,0,361,-96,-19,44,0,0,0,0,51.3244853,12.3441912,155.6999969482422,6.031,0.9743736,2.14748365E9,
1687181374343,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:35.378Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-6,54,19,8,15,8196628,51.324504,12.3442031,155.6999969482422,5.843,0.9711222,2.14748365E9,
1687181376430,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:37.472Z,LTE,355017071801794,2147483647,100,262,2,433,-83,-5,57,22,8,15,8196628,51.324527,12.3442163,155.6999969482422,5.773,0.9066399,2.14748365E9,
1687181378527,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:39.573Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-9,56,21,8,15,8196628,51.3245502,12.3442317,155.5,5.773,0.94773906,2.14748365E9,
1687181380625,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:41.650Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-6,54,19,8,15,8196628,51.324576,12.3442469,155.5,5.7,0.94104284,2.14748365E9,
1687181382675,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:42.677Z,LTE,355017071801794,2147483647,100,262,2,433,-82,-7,58,18,8,15,8196628,51.3245867,12.3442529,155.5,5.818,0.9001459,2.14748365E9,
1687181382674,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:43.693Z,LTE,355017071801794,2147483647,100,262,2,433,-82,-7,58,18,8,15,8196628,51.3245914,12.3442559,155.5,5.961,0.88622123,2.14748365E9,
1687181384743,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:45.762Z,LTE,355017071801794,2147483647,100,262,2,433,-85,-6,55,16,8,15,8196628,51.3246293,12.3442768,155.5,6.476,0.89614123,2.14748365E9,
1687181386781,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:47.799Z,LTE,355017071801794,2147483647,100,262,2,433,-81,-6,59,18,8,15,8196628,51.3246525,12.3442906,155.5,6.641,0.85864526,2.14748365E9,
1687181388821,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:49.845Z,LTE,355017071801794,2147483647,100,262,2,433,-90,-6,50,17,8,15,8196628,51.3246803,12.3443093,155.1999969482422,6.203,0.8223237,2.14748365E9,
1687181390870,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:51.899Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-8,54,13,8,15,8196628,51.324703,12.3443215,155.1999969482422,6.121,0.8134371,2.14748365E9,
1687181392929,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:53.950Z,LTE,355017071801794,2147483647,100,262,2,433,-83,-6,57,16,8,15,8196628,51.3247228,12.3443302,155.1999969482422,6.199,0.79294056,2.14748365E9,
1687181394989,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:56.014Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-6,53,17,8,15,8196628,51.3247429,12.3443437,155.09999084472656,6.408,0.7696593,2.14748365E9,
1687181397049,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:57.053Z,LTE,355017071801794,2147483647,100,262,2,433,-83,-6,57,20,8,15,8196628,51.3247528,12.3443525,155.09999084472656,6.449,0.7838212,2.14748365E9,
1687181397048,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:29:58.097Z,LTE,355017071801794,2147483647,100,262,2,433,-83,-6,57,20,8,15,8196628,51.3247636,12.3443582,155.09999084472656,6.463,0.84316635,2.14748365E9,
1687181399139,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:00.165Z,LTE,355017071801794,2147483647,100,262,2,433,-85,-7,55,21,8,15,8196628,51.3247609,12.3443369,155.09999084472656,9.04,1.028444,2.14748365E9,
1687181401193,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:01.194Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-5,54,21,8,15,8196628,51.3247608,12.3443324,155.09999084472656,10.029,1.039619,2.14748365E9,
1687181401192,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:02.219Z,LTE,355017071801794,2147483647,100,262,2,433,-86,-5,54,21,8,15,8196628,51.3247515,12.3443101,155.09999084472656,12.751,1.066637,2.14748365E9,
1687181403270,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:04.339Z,LTE,355017071801794,2147483647,100,262,2,433,-85,-7,55,19,8,15,8196628,51.3247532,12.3443116,155.09999084472656,16.563,1.0753127,2.14748365E9,
1687181403270,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:04.339Z,LTE,355017071801794,2147483647,6300,0,0,361,-97,-16,43,0,0,0,0,51.3247532,12.3443116,155.09999084472656,16.563,1.0753127,2.14748365E9,
1687181405374,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:05.376Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-6,56,21,8,15,8196628,51.3247827,12.3443416,155.09999084472656,15.446,1.1019138,2.14748365E9,
1687181405373,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:06.404Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-6,56,21,8,15,8196628,51.3248023,12.3443596,155.09999084472656,14.335,1.1071819,2.14748365E9,
1687181407433,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:08.468Z,LTE,355017071801794,2147483647,100,262,2,433,-83,-6,57,21,8,15,8196628,51.3248244,12.3443786,155.09999084472656,12.586,1.0953783,2.14748365E9,
1687181409511,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:10.538Z,LTE,355017071801794,2147483647,100,262,2,433,-85,-5,55,19,8,15,8196628,51.3248423,12.3443909,155.09999084472656,12.121,1.0753527,2.14748365E9,
1687181411593,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:12.632Z,LTE,355017071801794,2147483647,100,262,2,433,-87,-7,53,16,8,15,8196628,51.3248832,12.3444116,155.09999084472656,11.469,1.0817279,2.14748365E9,
1687181413660,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:14.681Z,LTE,355017071801794,2147483647,100,262,2,433,-84,-6,56,14,8,15,8196628,51.3249074,12.344425,155.09999084472656,10.027,1.0810403,2.14748365E9,
1687181415710,hfapp2_2023-06-19T13:02:59.633Z,2023-06-19T13:30:16.743Z,LTE,355017071801794,2147483647,100,262,2,433,-80,-7,60,18,8,15,8196628,51.3249195,12.344432,155.09999084472656,9.254,1.0828497,2.14748365E9,
